Symbol,Pre Market Volume,Price % Change from Open,% From Daily VWAP,ADR % - 1 Day,ADR - 1 Day,ATR - 14 Days,Last,Volume,Pre Market Last,Pre Market Price % Change,Relative Volume - 5 Day,Relative Volume - 20 Day,Industry,DCR,WCR,Name
CMI,1257,-3.31%,-0.70%,4.00%,27.26,29.8302,$685.05,1054594,$716.68,-1.50%,1.5001,1.4398,Machinery,12%,6%,Cummins Inc.
CMPS,29458,9.45%,2.61%,11.99%,1.5999,0.9253,$14.83,5156623,$13.38,-1.47%,1.728,1.5896,Health Care Providers & Services,93%,96%,COMPASS Pathways plc
CMS,NaN,1.80%,0.86%,2.02%,1.56,1.4444,$78.8,2288337,$NaN,NaN%,0.8521,0.8394,Multi-Utilities,96%,99%,CMS Energy Corporation
CNA,NaN,2.42%,0.77%,2.47%,1.165,0.9681,$48.395,359798,$NaN,NaN%,0.7712,0.9386,Insurance,99%,100%,CNA Financial Corporation
CNC,3425,0.89%,0.76%,1.62%,1.05,2.4856,$65.705,3231188,$64.4,-0.57%,0.9062,0.822,Health Care Providers & Services,95%,99%,Centene Corp.
CNH,15274,2.84%,0.37%,4.88%,0.52,0.4704,$11.03,14979025,$10.66,-2.47%,2.1055,1.7853,Machinery,73%,88%,CNH Industrial N.V.
CNI,NaN,0.21%,0.10%,1.02%,1.22,2.3616,$120.545,1137187,$NaN,NaN%,0.8692,0.7727,Ground Transportation,74%,96%,Canadian National Railway Company
CNK,183,2.67%,1.56%,3.60%,1.165,1.2111,$33.43,1709743,$32.47,0.31%,1.3791,0.8888,Entertainment,89%,46%,"Cinemark Holdings, Inc."
CNM,NaN,2.61%,1.23%,3.28%,1.56,2.2231,$49.1,2424246,$NaN,NaN%,1.0876,1.0473,Trading Companies & Distributors,100%,100%,"Core & Main, Inc."
CNMD,NaN,2.67%,1.64%,2.83%,0.99,1.6843,$35.93,330301,$NaN,NaN%,0.7473,0.7906,Health Care Equipment & Supplies,95%,98%,CONMED Corporation
CNNE,NaN,4.44%,1.40%,4.80%,0.666,0.5508,$14.49,354549,$NaN,NaN%,1.4382,1.3672,Financial Services,92%,96%,"Cannae Holdings, Inc."
CNO,NaN,0.50%,0.18%,1.87%,0.975,0.9961,$52.5,929247,$NaN,NaN%,1.7656,2.426,Insurance,47%,72%,"CNO Financial Group, Inc."
CNP,NaN,1.52%,0.53%,1.75%,0.775,0.8846,$44.99,11081614,$NaN,NaN%,1.7438,2.5218,Multi-Utilities,88%,97%,"CenterPoint Energy, Inc."
CNQ,1623,0.57%,-0.19%,2.05%,0.8,1.3246,$39.495,6585437,$39.25,-0.88%,0.596,0.8989,"Oil, Gas & Consumable Fuels",56%,17%,Canadian Natural Resources Limited
CNTA,NaN,1.02%,NaN%,1.40%,0.56,0.2046,$40.5,11330437,$NaN,NaN%,2.8318,6.8105,Biotechnology,89%,90%,Centessa Pharmaceuticals plc
CNX,NaN,-0.84%,-1.23%,3.82%,1.28,0.9791,$33.705,2025737,$NaN,NaN%,1.4101,1.5443,"Oil, Gas & Consumable Fuels",12%,52%,CNX Resources Corporation
CNXC,NaN,10.96%,2.97%,12.20%,2.75,1.678,$25.01,1391080,$NaN,NaN%,1.0503,1.4663,Professional Services,90%,91%,Concentrix Corporation
COCO,2808,-12.00%,-3.50%,16.58%,11.9,3.9498,$73.5,2041322,$83.12,0.69%,3.075,2.7422,Beverages,14%,13%,"The Vita Coco Company, Inc."
CODI,507,4.84%,3.18%,5.80%,0.57,0.5231,$10.4,647225,$9.76,-0.91%,1.2186,0.8483,Financial Services,100%,70%,Compass Diversified
COF,31665,-0.33%,-0.36%,2.24%,4.53,6.2964,$203.95,2861948,$205.1,0.10%,0.7916,0.7212,Consumer Finance,31%,55%,Capital One Financial Corporation
COGT,6376,0.40%,1.32%,3.14%,1.16,1.4689,$38.05,3094759,$37.87,-0.37%,0.9518,1.3749,Biotechnology,91%,65%,"Cogent Biosciences, Inc."
COHR,76113,-3.36%,0.43%,6.84%,25.19,39.19,$379.77,3993438,$392.15,-3.71%,0.8459,0.7795,"Electronic Equipment, Instruments & Components",46%,20%,"Coherent, Inc."
COHU,17732,-2.32%,0.14%,6.45%,4,4.825,$63.92,876630,$64,-4.99%,0.743,0.6754,Semiconductors & Semiconductor Equipment,48%,22%,"Cohu, Inc."
COIN,246693,7.05%,1.70%,7.67%,10.6699,10.6906,$149.2,6958725,$139.29,-2.27%,1.0059,0.937,Capital Markets,94%,27%,"Coinbase Global, Inc."
COKE,278,4.01%,1.39%,4.83%,8.701,7.0598,$188.19,432714,$176.8473,-1.33%,1.1159,1.2106,Beverages,93%,96%,"Coca-Cola Consolidated, Inc."
COLB,NaN,0.09%,0.25%,1.34%,0.425,0.74,$32.15,3374749,$NaN,NaN%,1.5789,1.4548,Banks,74%,94%,"Columbia Banking System, Inc."
COLD,21110,3.16%,1.91%,4.47%,0.685,0.5569,$15.99,5434939,$15.34,2.75%,1.6531,1.3888,Diversified REITs,99%,100%,"Americold Realty Trust, Inc."
COLM,NaN,1.00%,0.36%,1.93%,1.23,2.0984,$64.5,318237,$NaN,NaN%,0.9501,0.973,"Textiles, Apparel & Luxury Goods",75%,42%,Columbia Sportswear Company
COMP,2893,2.87%,0.00%,5.61%,0.613,0.6085,$11.39,12549223,$10.99,-0.54%,0.9489,1.0758,Software,76%,92%,"Compass, Inc."
CON,NaN,2.27%,0.86%,2.47%,0.73,0.7211,$30.18,769361,$NaN,NaN%,1.5604,1.1796,Health Care Providers & Services,92%,97%,"Concentra Group Holdings Parent, Inc."
COO,NaN,0.54%,-0.32%,2.14%,1.51,1.8366,$71.02,2254534,$NaN,NaN%,1.0742,0.7562,Health Care Equipment & Supplies,25%,84%,"The Cooper Companies, Inc."
COP,9577,-0.54%,0.06%,2.06%,2.16,3.5181,$105.78,5879678,$105.73,-0.64%,0.9241,1.0972,"Oil, Gas & Consumable Fuels",53%,19%,ConocoPhillips
COR,NaN,-1.55%,-0.99%,3.20%,9.1199,6.8593,$286.1525,1415897,$NaN,NaN%,1.1009,1.292,Health Care Providers & Services,16%,69%,"Cencora, Inc."
CORT,230,4.32%,1.27%,6.00%,4.95,4.1043,$87.34,616457,$84,-0.88%,0.8417,0.8596,Pharmaceuticals,97%,99%,Corcept Therapeutics Incorporated
CORZ,51831,2.83%,0.69%,7.56%,1.95,1.8157,$27.13,9842803,$26.43,-3.08%,1.0426,0.9388,IT Services,69%,29%,"Core Scientific, Inc."
COST,7842,-0.32%,-0.44%,1.74%,16.48,17.9498,$950.2,2018968,$951.89,1.02%,1.2413,1.1881,Consumer Staples Distribution & Retail,31%,40%,Costco Wholesale Corporation
CP,976,0.90%,0.60%,1.76%,1.5199,2.0322,$87.73,3128130,$86.5,-0.62%,1.2151,1.3164,Ground Transportation,88%,95%,Canadian Pacific Kansas City Ltd.
CPAY,NaN,2.29%,0.96%,3.87%,12.425,11.3792,$331.99,1069408,$NaN,NaN%,1.7469,2.4044,Financial Services,87%,38%,"Corpay, Inc."
CPB,18772,1.56%,1.17%,2.49%,0.555,0.8311,$22.79,4949080,$22.42,0.31%,0.5508,0.5707,Food Products,93%,98%,Campbell Soup Company
CPNG,37260,3.66%,0.36%,5.19%,0.8789,1.0324,$17.565,10881742,$16.9034,-0.92%,0.8348,0.483,Broadline Retail,71%,50%,"Coupang, Inc."
CPRI,NaN,2.68%,1.49%,4.96%,0.92,0.9256,$19.365,1426561,$NaN,NaN%,0.8299,0.5327,"Textiles, Apparel & Luxury Goods",90%,47%,Capri Holdings Limited
CPRT,184573,0.69%,0.20%,1.98%,0.6,0.8511,$30.51,6610944,$30.18,0.43%,0.8268,0.8066,Commercial Services & Supplies,45%,72%,"Copart, Inc."
CPRX,507,0.13%,0.17%,0.25%,0.08,0.045,$31.48,1344566,$31.43,0.03%,1.2031,1.0739,Biotechnology,88%,92%,"Catalyst Pharmaceuticals, Inc."
CPT,NaN,1.80%,0.69%,1.87%,2.14,2.3584,$116.33,550781,$NaN,NaN%,0.8146,0.6743,Residential REITs,98%,100%,Camden Property Trust
CR,NaN,-1.21%,-1.27%,3.77%,8.2299,7.0538,$219.125,598444,$NaN,NaN%,2.024,1.7859,Machinery,12%,63%,Crane Company
CRBG,2146,1.56%,-0.20%,3.48%,0.98,0.8471,$28.605,3432660,$28.03,-0.39%,0.9946,0.8091,Financial Services,45%,50%,"Corebridge Financial, Inc."
CRC,NaN,0.55%,0.38%,2.11%,1.1152,2.0472,$53.725,564338,$NaN,NaN%,0.9044,1.0957,"Oil, Gas & Consumable Fuels",72%,58%,California Resources Corp
CRCL,408073,7.72%,1.26%,10.52%,7.085,5.9067,$73.55,9834647,$67.84,-1.41%,1.1322,0.9383,IT Services,87%,35%,Circle Internet Group
CRDO,290381,-6.94%,-3.94%,13.38%,30.92,29.6763,$241.99,11068098,$260.98,-2.63%,1.5768,1.322,Semiconductors & Semiconductor Equipment,35%,14%,Credo Technology Group Holding Ltd
CRGY,13701,0.75%,0.48%,3.13%,0.31,0.4335,$10.115,7165332,$9.98,-1.19%,1.6514,1.5928,"Oil, Gas & Consumable Fuels",69%,29%,Crescent Energy Company
CRH,1455,-0.95%,-0.28%,3.15%,3.49,4.3677,$112.265,3725664,$113.15,0.09%,0.9511,1.1225,Construction Materials,44%,57%,CRH plc
CRI,NaN,1.58%,1.36%,4.09%,1.71,1.7582,$43.35,967292,$NaN,NaN%,1.0968,1.4525,"Textiles, Apparel & Luxury Goods",88%,74%,Carter's Inc.
CRK,1163,2.18%,-0.36%,4.15%,0.58,0.5539,$14.29,2795862,$13.75,-0.87%,1.4389,1.4007,"Oil, Gas & Consumable Fuels",53%,82%,"Comstock Resources, Inc."
CRL,NaN,1.63%,1.17%,3.28%,6.9,7.7029,$215.87,1041611,$NaN,NaN%,1.6118,1.7875,Life Sciences Tools & Services,81%,97%,"Charles River Laboratories International, Inc."
CRM,82767,4.19%,1.09%,4.47%,6.785,6.4444,$158.3,10980881,$151.21,0.68%,0.7652,0.7962,Software,98%,99%,"Salesforce, Inc."
CRML,138427,9.52%,5.34%,11.69%,1.05,0.7653,$10.01,3715133,$9.1,-1.73%,0.8989,0.6666,Metals & Mining,98%,68%,Critical Metals Corp.
CRNC,NaN,7.14%,2.38%,9.02%,0.88,0.8321,$10.585,697427,$NaN,NaN%,0.842,0.7681,Software,94%,67%,Cerence Inc.
CRNX,135,4.36%,1.12%,5.07%,1.78,1.6541,$36.64,1952783,$35.09,0.29%,2.0513,2.3767,Biotechnology,86%,65%,"Crinetics Pharmaceuticals, Inc."
CROX,9073,5.30%,0.94%,5.77%,6.98,5.2967,$127.7075,1124100,$120.6,1.45%,1.1149,1.1792,"Textiles, Apparel & Luxury Goods",96%,97%,"Crocs, Inc."
CRS,94,-0.59%,1.26%,3.90%,22.32,22.3581,$590.96,1473849,$600,0.13%,2.1089,2.3785,Metals & Mining,83%,65%,Carpenter Technology Corporation
CRSP,8008,2.25%,-0.11%,5.33%,2.84,2.6241,$54.91,1650999,$53.51,-0.87%,1.2931,1.1368,Biotechnology,56%,50%,CRISPR Therapeutics AG
CRUS,NaN,-2.98%,-0.74%,3.90%,5.67,7.3584,$146.21,627382,$NaN,NaN%,1.7421,1.9102,Semiconductors & Semiconductor Equipment,13%,3%,"Cirrus Logic, Inc."
CRVS,6419,4.49%,2.31%,4.97%,0.64,0.7199,$13.49,1274637,$12.98,-0.54%,1.4443,1.2208,Biotechnology,94%,97%,"Corvus Pharmaceuticals, Inc."
CRWD,12417,2.08%,1.04%,4.64%,31.23,31.6761,$700.45,2037073,$686.96,1.22%,0.9535,0.7195,Software,86%,77%,"CrowdStrike Holdings, Inc."
CRWV,577678,1.19%,0.98%,4.91%,4.59,8.2662,$96.24,23034981,$95.05,-3.76%,1.0627,0.9338,IT Services,60%,11%,"CoreWeave, Inc. Class A Common Stock"
CSCO,1567944,-3.00%,-1.42%,3.83%,4.322,3.8411,$113.66,26615725,$116.31,-2.24%,1.7502,1.6015,Communications Equipment,19%,8%,"Cisco Systems, Inc."
CSGP,1082,4.67%,0.45%,5.83%,1.68,1.5739,$30.25,5894367,$28.87,0.80%,0.9508,0.9961,Real Estate Management & Development,84%,68%,"CoStar Group, Inc."
CSIQ,9508,-0.78%,-0.70%,4.23%,0.64,1.1215,$15.29,1571970,$15.4181,-2.54%,0.9353,0.6865,Semiconductors & Semiconductor Equipment,25%,35%,Canadian Solar Inc.
CSTM,6897,-4.62%,-0.81%,7.17%,2.24,1.6432,$31.76,1993511,$33.41,-0.95%,1.5874,1.3373,Metals & Mining,23%,15%,Constellium SE
CSWC,NaN,-0.30%,0.01%,2.14%,0.49,0.3759,$23.15,1314919,$NaN,NaN%,2.392,2.4014,Capital Markets,53%,53%,Capital Southwest Corporation
CSX,15228,-0.49%,0.10%,1.53%,0.72,0.9834,$47.6,10114163,$47.94,1.05%,1.1996,1.1379,Ground Transportation,57%,87%,CSX Corporation
CTAS,NaN,0.82%,0.16%,1.27%,2.17,4.8632,$171.81,1039911,$NaN,NaN%,0.9266,0.6802,Commercial Services & Supplies,71%,71%,Cintas Corporation
CTGO,2907,4.04%,0.58%,5.43%,0.82,1.0364,$15.71,721097,$15.02,0.67%,1.2075,1.4783,Metals & Mining,74%,55%,"Contango Ore, Inc."
CTOS,1347,1.02%,1.19%,3.10%,0.359,0.5196,$11.92,722621,$11.937,-0.28%,0.9047,1.0349,Trading Companies & Distributors,94%,78%,"Custom Truck One Source, Inc."
CTRE,NaN,1.83%,0.84%,2.64%,1.05,1.0361,$40.835,2720058,$NaN,NaN%,1.1573,1.1681,Diversified REITs,95%,99%,"CareTrust REIT, Inc."
CTRI,816,-2.98%,-2.56%,5.97%,1.83,1.4775,$30.65,1172563,$31.3,-1.73%,1.1745,1.4868,Construction & Engineering,1%,25%,"Centuri Holdings, Inc."
CTSH,10980,1.91%,0.10%,3.89%,1.52,2.2541,$39.96,9491346,$38.72,-1.10%,0.5387,0.9836,IT Services,56%,18%,Cognizant Technology Solutions Corporation
CTVA,460,1.60%,0.91%,2.04%,1.65,1.751,$82.59,2850035,$81.95,0.40%,0.9373,1.0558,Chemicals,95%,98%,"Corteva, Inc."
CUB,NaN,-0.28%,-0.22%,0.28%,0.03,0.0632,$10.76,1027,$NaN,NaN%,0.0012,0.0012,Capital Markets,0%,0%,Lionheart Holdings
CUBE,NaN,0.91%,0.60%,1.25%,0.51,0.8775,$41.25,1226146,$NaN,NaN%,0.8893,0.7852,Specialized REITs,94%,98%,CubeSmart
CURB,NaN,1.10%,0.01%,2.12%,0.66,0.73,$31.63,1242620,$NaN,NaN%,2.193,2.018,Diversified REITs,65%,88%,Curbline Properties Corp.
CUZ,NaN,2.38%,1.06%,2.41%,0.705,0.7796,$29.945,1006986,$NaN,NaN%,0.7946,0.7486,Diversified REITs,99%,100%,Cousins Properties Incorporated
CVBF,NaN,-0.31%,0.15%,1.30%,0.29,0.5239,$22.44,1160892,$NaN,NaN%,0.842,1.0477,Banks,59%,93%,CVB Financial Corp.
CVE,4843,2.06%,0.71%,2.18%,0.53,0.9845,$24.8,7261940,$24.55,-0.53%,0.8933,0.9107,"Oil, Gas & Consumable Fuels",94%,32%,Cenovus Energy Inc.
CVI,435,0.56%,1.37%,3.04%,0.8,1.3936,$27.09,1053290,$27.3,-0.04%,1.0179,1.4775,"Oil, Gas & Consumable Fuels",93%,55%,"CVR Energy, Inc."
CVLT,NaN,3.76%,1.07%,5.75%,7.7098,6.4116,$139.81,970769,$NaN,NaN%,1.6496,1.4958,Software,76%,89%,"Commvault Systems, Inc."
CVNA,31096,-4.87%,-2.67%,6.53%,4.04,4.3,$62.31,13417195,$65.15,-1.59%,1.5712,1.4944,Specialty Retail,11%,6%,Carvana Co.
CVS,10516,-0.16%,-0.55%,2.49%,2.58,2.5649,$104.32,6104576,$105,0.32%,0.9442,0.9915,Health Care Providers & Services,29%,74%,CVS Health Corp.
CVX,19755,-0.77%,0.12%,1.36%,2.31,4.2431,$170.91,7244032,$171.8,-0.26%,1.0114,1.1833,"Oil, Gas & Consumable Fuels",42%,23%,Chevron Corporation
CWAN,NaN,0.04%,NaN%,0.08%,0.02,0.0768,$24.56,24707635,$NaN,NaN%,1.9911,5.3278,Software,100%,100%,"Clearwater Analytics Holdings, Inc."
CWBC,431,0.86%,-0.03%,3.59%,0.95,0.6457,$26.9,632397,$26.45,-0.30%,1.0732,1.568,Banks,46%,77%,Community West Bancshares
CWEN,NaN,0.53%,0.91%,1.61%,0.585,1.2164,$36.86,766541,$NaN,NaN%,0.7242,0.8201,Independent Power and Renewable Electricity Producers,98%,48%,"Clearway Energy, Inc."
CWK,NaN,4.65%,1.80%,5.00%,0.65,0.5293,$13.625,2528216,$NaN,NaN%,1.8641,1.7043,Real Estate Management & Development,95%,97%,Cushman & Wakefield plc
CWST,NaN,1.17%,-0.51%,2.78%,2.59,3.2338,$94.23,857404,$NaN,NaN%,1.5903,1.7577,Commercial Services & Supplies,47%,88%,"Casella Waste Systems, Inc."
CWT,NaN,1.84%,1.38%,2.61%,1.25,1.0537,$49.03,803476,$NaN,NaN%,2.5418,2.1587,Water Utilities,98%,99%,California Water Service Group
CX,1070,-0.39%,-0.85%,2.53%,0.31,0.4661,$12.28,5411992,$12.35,-0.24%,1.6888,1.5049,Construction Materials,8%,41%,"CEMEX, S.A.B. de C.V."
CXT,250,1.50%,-0.24%,5.03%,2.375,2.3071,$48.65,1424483,$47,-2.14%,2.0564,1.8607,Machinery,60%,82%,"Crane NXT, Co."
CXW,216,1.52%,1.10%,4.74%,1.4,1.2635,$30.75,1434891,$29.12,-0.88%,1.1292,1.3565,Commercial Services & Supplies,86%,91%,"CoreCivic, Inc."
CYRX,500,2.04%,1.41%,3.51%,0.545,0.6593,$16.03,564518,$15.53,-2.20%,0.9752,0.8225,Health Care Equipment & Supplies,92%,93%,"Cryoport, Inc."
CYTK,4513,1.56%,-0.26%,5.63%,4.505,3.4625,$82.06,3124615,$78.8,-2.48%,1.6243,1.8989,Biotechnology,45%,60%,"Cytokinetics, Incorporated"
CZR,1729,-0.82%,-0.35%,1.25%,0.375,0.277,$30.15,4097369,$30.41,0.00%,0.8822,0.4509,"Hotels, Restaurants & Leisure",12%,57%,"Caesars Entertainment, Inc."
D,NaN,-0.37%,0.13%,1.36%,0.94,1.1264,$69.4,5111562,$NaN,NaN%,1.1151,0.8824,Multi-Utilities,54%,67%,"Dominion Energy, Inc."
DAKT,NaN,1.56%,1.01%,3.00%,0.57,1.0841,$19.51,637707,$NaN,NaN%,1.2743,2.0906,"Electronic Equipment, Instruments & Components",89%,20%,"Daktronics, Inc."
DAL,38200,0.32%,0.11%,1.21%,1.1149,3.2256,$92.545,7075629,$91.54,-0.62%,1.0304,1.162,Passenger Airlines,54%,76%,"Delta Air Lines, Inc."
DAN,NaN,-0.99%,1.95%,4.27%,1.16,1.8248,$28.07,1447703,$NaN,NaN%,1.0436,1.1217,Automobile Components,76%,32%,Dana Incorporated
DAR,NaN,-0.55%,-0.01%,2.51%,1.305,1.8065,$52.5,1925061,$NaN,NaN%,0.9662,1.2277,Food Products,43%,50%,Darling Ingredients Inc.
DASH,1424,3.21%,0.12%,5.97%,10.53,8.9969,$182.75,5694940,$178,0.62%,1.2797,1.4824,"Hotels, Restaurants & Leisure",61%,77%,"DoorDash, Inc."
DAVE,NaN,9.99%,4.78%,13.12%,40.9312,26.9986,$348.59,647782,$NaN,NaN%,1.3559,1.1314,Software,89%,92%,Dave Inc.
DB,15571,-1.32%,-0.63%,1.46%,0.49,0.9757,$33.53,1812867,$33.97,-1.19%,0.7282,0.6176,Capital Markets,5%,1%,Deutsche Bank AG
DBRG,NaN,0.20%,0.05%,0.32%,0.05,0.0507,$15.761,1367846,$NaN,NaN%,0.74,0.8379,Real Estate Management & Development,82%,68%,"DigitalBridge Group, Inc."
DBX,416,5.97%,1.66%,6.15%,1.545,0.8707,$26.64,2542531,$25.19,0.44%,0.8343,0.8694,Software,97%,87%,"Dropbox, Inc."
DCI,NaN,-0.72%,-0.30%,1.82%,1.605,2.127,$88.465,576266,$NaN,NaN%,0.9853,0.9024,Machinery,30%,77%,"Donaldson Company, Inc."
DD,NaN,-0.15%,1.87%,4.32%,5.68,4.9184,$136.04,1490956,$NaN,NaN%,1.3494,1.8088,Chemicals,82%,34%,"DuPont de Nemours, Inc."
DDOG,19308,6.60%,2.21%,8.21%,18.36,11.788,$239.78,4983439,$224.98,1.83%,1.841,1.114,Software,88%,92%,"Datadog, Inc."
DE,2097,-1.51%,-1.23%,2.92%,17.89,17.8575,$613.28,1478886,$625,-0.91%,1.8413,1.3929,Machinery,6%,62%,Deere & Company
DEA,NaN,2.15%,1.01%,2.28%,0.555,0.5982,$24.89,277988,$NaN,NaN%,0.9112,1.0971,Diversified REITs,95%,99%,"Easterly Government Properties, Inc."
DEC,10612,3.09%,-0.10%,4.85%,0.6099,0.4804,$12.97,1251114,$12.57,0.40%,1.3188,1.5993,"Oil, Gas & Consumable Fuels",66%,64%,Diversified Energy Company PLC
DECK,1569,2.36%,0.60%,2.76%,2.815,4.101,$104.51,1392501,$102,-0.58%,0.9191,1.0554,"Textiles, Apparel & Luxury Goods",85%,47%,Deckers Outdoor Corporation
DEI,1105,2.09%,1.10%,2.57%,0.3,0.3993,$11.94,1446985,$11.89,2.24%,0.9737,0.7678,Diversified REITs,93%,97%,"Douglas Emmett, Inc."
DELL,165564,-0.54%,0.88%,4.13%,15.92,30.6518,$394.1,8120017,$398.5,-2.67%,1.1942,0.8103,"Technology Hardware, Storage & Peripherals",56%,15%,Dell Technologies Inc.
DEO,69577,0.89%,0.34%,1.10%,0.91,1.6899,$83.475,685074,$82.66,0.06%,0.63,0.5841,Beverages,82%,96%,Diageo plc
DFH,NaN,1.60%,0.73%,2.86%,0.48,1.0129,$17.18,371841,$NaN,NaN%,0.65,0.7778,Household Durables,85%,83%,"Dream Finders Homes, Inc."
DFTX,11521,0.45%,1.58%,6.80%,2.911,3.5294,$44.9,4561381,$44.47,-0.71%,0.5539,1.2502,Pharmaceuticals,71%,82%,"Definium Therapeutics, Inc."
DG,353,1.01%,-0.08%,2.36%,2.79,4.2518,$119.54,1935838,$117.29,-0.23%,0.8437,0.6387,Consumer Staples Distribution & Retail,50%,85%,Dollar General Corporation
DGX,NaN,1.32%,0.84%,1.62%,3.34,4.7774,$209.87,619945,$NaN,NaN%,1.066,1.1131,Health Care Providers & Services,99%,100%,Quest Diagnostics Incorporated
DHI,NaN,-0.20%,-0.32%,1.90%,3.14,5.8185,$166.21,1295170,$NaN,NaN%,0.7616,0.8347,Household Durables,27%,72%,"D.R. Horton, Inc."
DHR,6510,1.39%,1.10%,1.99%,3.82,5.1142,$195.82,3255612,$191.01,-1.14%,0.8959,1.0479,Health Care Equipment & Supplies,92%,92%,Danaher Corporation
DHT,15595,-0.81%,-0.43%,6.59%,1.14,0.8539,$17.655,4164225,$17.9,-1.00%,1.0442,1.4191,"Oil, Gas & Consumable Fuels",32%,13%,"DHT Holdings, Inc."
DINO,431,1.73%,0.55%,3.02%,2.01,2.4221,$68.29,1517403,$67.25,-0.78%,0.8611,0.9537,"Oil, Gas & Consumable Fuels",86%,94%,HF Sinclair Corporation
DIOD,NaN,-5.00%,-0.20%,7.87%,7.96,8.693,$103.62,1065910,$NaN,NaN%,1.8121,2.2461,Semiconductors & Semiconductor Equipment,31%,10%,Diodes Incorporated
DIS,24012,0.57%,-0.09%,1.57%,1.54,2.3517,$98.7,7020932,$98.1,0.05%,0.7363,0.9404,Entertainment,52%,12%,The Walt Disney Company
DK,NaN,2.21%,1.33%,2.99%,1.39,2.401,$47.84,683339,$NaN,NaN%,0.7959,0.9101,"Oil, Gas & Consumable Fuels",99%,100%,"Delek US Holdings, Inc."
DKNG,266328,8.34%,4.31%,10.38%,2.42,1.6107,$25.73,13283855,$23.65,2.38%,1.2342,1.1465,"Hotels, Restaurants & Leisure",100%,79%,DraftKings Inc.
DKS,246,2.65%,0.14%,4.13%,9.58,8.8279,$239.29,1483175,$232.77,-1.90%,1.5244,1.5277,Specialty Retail,75%,66%,"DICK'S Sporting Goods, Inc."
DLB,NaN,1.85%,-0.08%,2.66%,1.395,1.4314,$53.465,788960,$NaN,NaN%,1.1015,1.3537,"Electronic Equipment, Instruments & Components",70%,84%,"Dolby Laboratories, Inc."
DLO,2381,3.26%,0.78%,4.09%,0.5,0.4897,$12.68,1611805,$12.26,-0.65%,1.1309,0.905,Financial Services,89%,71%,Dlocal Limited
DLR,NaN,0.02%,0.38%,1.19%,2.275,5.1004,$193.17,1491050,$NaN,NaN%,0.7446,0.8409,Specialized REITs,81%,57%,"Digital Realty Trust, Inc."
DLTR,975,3.07%,0.31%,4.07%,4.875,5.1922,$123.92,2535358,$119.73,1.29%,0.7924,0.8669,Consumer Staples Distribution & Retail,85%,94%,"Dollar Tree, Inc."
DLX,NaN,3.69%,1.77%,3.77%,0.87,0.8918,$23.9,301824,$NaN,NaN%,0.7621,1.0645,Commercial Services & Supplies,98%,99%,Deluxe Corporation
DMRA,NaN,12.40%,3.65%,15.65%,3.45,2.2613,$25.245,1436999,$NaN,NaN%,4.2156,4.3784,-,93%,85%,"Damora Therapeutics, Inc."
DNA,3854,8.31%,1.31%,10.47%,0.98,0.7068,$10.23,1114392,$9.3,-2.82%,1.1936,0.971,Biotechnology,89%,87%,"Ginkgo Bioworks Holdings, Inc."
DNLI,4349,3.23%,1.85%,4.18%,1.03,1.2988,$25.58,2360862,$24.68,-0.20%,1.9121,1.6819,Biotechnology,88%,84%,Denali Therapeutics Inc.
DNOW,NaN,1.77%,0.09%,2.40%,0.32,0.4731,$13.545,2335344,$NaN,NaN%,0.6052,0.8738,Trading Companies & Distributors,73%,71%,Dnow Inc.
DNTH,NaN,3.92%,4.16%,9.28%,8.2172,6.0016,$95.4,2214240,$NaN,NaN%,2.2509,2.2711,Biotechnology,83%,89%,"Dianthus Therapeutics, Inc."
DOC,1800,0.72%,0.68%,1.22%,0.26,0.5186,$21.545,3557865,$21.29,0.28%,0.6916,0.6743,Diversified REITs,94%,99%,"Healthpeak Properties, Inc."
DOCN,4197,-3.14%,-0.38%,7.27%,9.925,14.1399,$139.48,4269951,$142.5,-1.95%,1.5982,1.7159,IT Services,29%,8%,"DigitalOcean Holdings, Inc."
DOCS,6330,3.42%,1.55%,5.29%,1.05,0.8081,$20.86,5117319,$19.8801,0.15%,2.3125,2.1675,Health Care Technology,96%,87%,"Doximity, Inc."
DOCU,4282,5.31%,1.98%,5.66%,2.43,2.1692,$45.18,4202355,$43.42,2.26%,1.0162,1.013,Software,94%,95%,"DocuSign, Inc."
DOLE,NaN,0.43%,0.38%,1.90%,0.265,0.3434,$14.07,929351,$NaN,NaN%,1.0201,1.0426,Food Products,55%,52%,Dole plc
DOV,NaN,-1.42%,-0.25%,2.31%,5.19,6.3964,$225.88,934761,$NaN,NaN%,1.5308,1.6197,Machinery,29%,34%,Dover Corporation
DOW,13095,0.38%,0.25%,1.96%,0.5638,1.3457,$29.06,8628246,$29.12,-0.65%,0.6802,0.8732,Chemicals,58%,22%,Dow Inc.
DOX,NaN,3.50%,1.96%,4.02%,2.01,1.9389,$52.01,2279084,$NaN,NaN%,1.3275,1.8974,IT Services,100%,64%,Amdocs Limited
DPC,49757,8.30%,3.37%,13.88%,6.005,3.7939,$47.99,2586757,$43.7,-6.78%,0.1433,0.1433,-,79%,80%,DPC Holdings Ltd.
DPZ,603,3.43%,0.96%,4.06%,11.655,10.0729,$298.43,874703,$287,0.55%,0.9051,1.2724,"Hotels, Restaurants & Leisure",96%,52%,"Domino's Pizza, Inc."
